id,username,created_at,lng,lat,text
1517730179862437888,jm5390,Sat Apr 23 05:00:47 +0000 2022,-89.6596895,39.774345999999994,@GovAbbott And how much of my money as a Texas taxpayer are you wasting on this nonsense publicity stunt? The only… https://t.co/4qMH0sAWQR
1517730180214804480,AntiWokeLiberal,Sat Apr 23 05:00:47 +0000 2022,-97.28591349999999,32.7799665,A bird shit on me for a second time (I was sitting at a different location). God does not exist.
1517730181976260608,jorgedejgm,Sat Apr 23 05:00:48 +0000 2022,-116.929102,32.3328765,@Reuters I hope they reach Russia's oil and suplys
1517730182991208448,Kesswylie,Sat Apr 23 05:00:48 +0000 2022,-118.36964499999999,34.0870095,Windwaker and Kingdom hearts have the exact same start
1517730183481946112,mamajo1208,Sat Apr 23 05:00:48 +0000 2022,-115.135165,36.0609645,@lilyganados @annecurtissmith i am the market kse yun 😂😂😂
1517730183725424640,nathangeee,Sat Apr 23 05:00:48 +0000 2022,-95.7787115,29.721989,they really put me on the big screen for singing Tiny Dancer and kept it on me because i was going off 😂#LevelUp
1517730183293202433,westcoastdude84,Sat Apr 23 05:00:48 +0000 2022,-117.156338,32.708465,Padre fans leaving early? I thought only Dodger fans did that?😂😂😂🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ https://t.co/sBEsyrY66F
1517730185348468736,AntonioILiranzo,Sat Apr 23 05:00:48 +0000 2022,-118.36964499999999,34.0870095,My brother @VitoLiranzo and I have impeccable taste! The Liranzo effect! We love @LadyCamden and @WillowPillQueen #DragRace
1517730185780596736,ckatmyla,Sat Apr 23 05:00:49 +0000 2022,-83.64535649999999,35.921985,@disney__tasthic Honestly I think they could combine books to have more in each season
1517730186195656704,Moon_Alt111,Sat Apr 23 05:00:49 +0000 2022,-122.338585,37.9650975,I feel like my depression is actually giving me brain damage🫠
1517730187127017473,TomBaumgardner1,Sat Apr 23 05:00:49 +0000 2022,-98.319925,38.498196,@WealthPhilosofy Wealth is worth nothing if you don't have your health
1517730187554828288,swimnthrudasea1,Sat Apr 23 05:00:49 +0000 2022,-79.861034,35.1704985,@_Itschefdee Still water -4topsFriend in me - Donnie HathawayBeautiful ones - princeOverjoyed-Stevie wonderAll I do is think of u- Troop
1517730187869270016,gslxandra,Sat Apr 23 05:00:49 +0000 2022,-117.294096,34.134924999999996,Lmao I love my life 🥰
1517730188674494464,tcmicka,Sat Apr 23 05:00:49 +0000 2022,-122.061771,47.67881250000001,@DevlprSchmevlpr That’s why it’s called object oriented and not objects oriented 😂
1517730190549569542,Louiexmalo,Sat Apr 23 05:00:50 +0000 2022,-97.47742600000001,25.9721055,@itsleonessa Guess I should be dead because I had to do this. https://t.co/CU2GmLcY56
1517730192193695745,justapunk_kid,Sat Apr 23 05:00:50 +0000 2022,-83.1445075,42.471536,I'm so sleepy I'm literally hallucinating
1517730192302739456,Sheena471,Sat Apr 23 05:00:50 +0000 2022,-84.2896,33.3815,Always remember to make the best out of the hand you are dealt. You can always make that negative a positive! Where… https://t.co/HKJMmLzmo5
1517730191296004096,abbyvaerewyck,Sat Apr 23 05:00:50 +0000 2022,-119.827182,39.512436,. @MattMonroeWx giving Sierra her big break🥲🥺 @KRNV @NVHumaneSociety https://t.co/SpYzSy5vSQ
1517730193812590593,DodgerDude74,Sat Apr 23 05:00:50 +0000 2022,-117.104989,32.810012,@Howard_Cole I like that!
1517730194487980032,terintinojones5,Sat Apr 23 05:00:51 +0000 2022,-83.099288,42.3527865,@msclassybev This should be us
1517730194873896963,judybluetoo,Sat Apr 23 05:00:51 +0000 2022,-84.266174,30.476215500000002,What a shame.
1517730195817570304,ripp2420,Sat Apr 23 05:00:51 +0000 2022,-87.732013,41.8335845,STILL LUV MY CITY💯 #ChiTown #BullsNation #NBAPlayoff #UAINC https://t.co/PoBWBFkzKs
1517730197436518400,skycru9,Sat Apr 23 05:00:51 +0000 2022,-95.44648649999999,29.838495,I’m at the point where I refuse to compete with anybody. If you don’t see my worth I’ll find someone who does.
1517730197365469185,BlueOc1981,Sat Apr 23 05:00:51 +0000 2022,-117.8874385,33.739992,"If you’re in Southern California like I am, DO NOT buy your gas at Mobil."
1517730197491093504,undhawke,Sat Apr 23 05:00:51 +0000 2022,-92.9437525,44.8281375,@DeeGee03861074 @mnwild Your team sucks ass
1517730197881167873,PermPessimist,Sat Apr 23 05:00:51 +0000 2022,-102.104627,31.994300000000003,@stillthechamps @NightCompanyman My pinkie finger doesn’t look that hideous in person
1517730199344930816,billcanzoneri,Sat Apr 23 05:00:52 +0000 2022,-87.9672925,43.0567225,"As in most things, there is a different way to look at this injury. To me, it proves the depth of the Bucks. Grayso… https://t.co/hadq3kv7iP"
1517730200938631168,C_Ayala07,Sat Apr 23 05:00:52 +0000 2022,-122.338297,47.606776,Me and drinking do not mix someone please take my phone away because I call the wrong person 🤷🏻‍♂️🤦🏻‍♂️
1517730202180227075,MarkCContreras,Sat Apr 23 05:00:52 +0000 2022,-119.144797,34.253705,"Today we celebrated yesterday’s birthday girl, Jasmine Reyes.  She already celebrated pitching a couple shut out ga… https://t.co/qhzSt5hSC1"
1517730203832889345,2mgmarko,Sat Apr 23 05:00:53 +0000 2022,-73.9685415,40.780709,Lotta shit just be distractions it ain’t a connection if it ain’t a transaction❕
1517730204084539392,leoschaefer1,Sat Apr 23 05:00:53 +0000 2022,-122.630908,45.536402,@skywaker9 @Morgan_Dancer When in Rome . . . and/or Flagstaff.
1517730204394745857,UDOTcottonwoods,Sat Apr 23 05:00:53 +0000 2022,-111.776962,40.621249,"⚠️#RoadUpdate⚠️ #SR190 travelers, crews were able to shut off the water &amp; traffic flowing normally again. Please b… https://t.co/V17XkE9kZX"
1517730206135508992,moiraladesh,Sat Apr 23 05:00:53 +0000 2022,-98.319925,38.498196,@Al3xDavid__ @cockdickpussy23 @hasanthehun Say you have no counter-argument without saying you have no counter argument &lt;3
1517730206412382209,joeyblackout,Sat Apr 23 05:00:53 +0000 2022,-91.209121,43.8056435,The witching hour.  https://t.co/SOz75STueR
